"Frequency_Hz","Frequency_kHz","Label","Group","Mode","Bandwidth_Hz","Service","Country","Language","Target","Schedule_UTC","Days","Season","Station","Source_Dataset","Source_URL","Notes"
"549000","549","CNR5 Cross-Strait Radio · 2300-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","TWN","2300-2400","","","CNR5 Cross-Strait Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 73; mode token: AM"
"576000","576","IRIB Voice of I.R.Iran · 0000-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","A","ME","0000-2400","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 89; mode token: AM"
"576000","576","R.Algiers Int. · 0450-1330Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","A,F","NAf","0450-1330","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 74; mode token: AM"
"576000","576","R.Algiers Int. · 1330-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","E","NAf","1330-1400","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 75; mode token: AM"
"576000","576","R.Algiers Int. · 1400-1430Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","S","NAf","1400-1430","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 76; mode token: AM"
"576000","576","R.Algiers Int. · 1430-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","A","NAf","1430-1600","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 77; mode token: AM"
"576000","576","R.Algiers Int. · 1600-1630Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","F","NAf","1600-1630","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 78; mode token: AM"
"576000","576","R.Algiers Int. · 1630-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","A","NAf","1630-1700","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 79; mode token: AM"
"576000","576","R.Algiers Int. · 1700-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","F","NAf","1700-1730","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 80; mode token: AM"
"576000","576","R.Algiers Int. · 1730-1900Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","A","NAf","1730-1900","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 81; mode token: AM"
"576000","576","R.Algiers Int. · 1900-1930Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","E","NAf","1900-1930","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 82; mode token: AM"
"576000","576","R.Algiers Int. · 1930-2000Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","S","NAf","1930-2000","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 83; mode token: AM"
"576000","576","R.Algiers Int. · 2000-2200Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","A","NAf","2000-2200","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 84; mode token: AM"
"576000","576","R.Algiers Int. · 2200-2300Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","F","NAf","2200-2300","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 85; mode token: AM"
"576000","576","R.Algiers Int. · 2300-2315Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","E","NAf","2300-2315","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 86; mode token: AM"
"576000","576","R.Algiers Int. · 2315-2330Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","S","NAf","2315-2330","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 87; mode token: AM"
"576000","576","R.Algiers Int. · 2330-0450Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","A,F","NAf","2330-0450","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 88; mode token: AM"
"594000","594","AIR Akashvani Ext.Sce · 0030-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","BE","BGD","0030-0900","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 90; mode token: AM"
"594000","594","AIR Akashvani Ext.Sce · 1000-1515Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","BE","BGD","1000-1515","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 91; mode token: AM"
"594000","594","AIR Akashvani Ext.Sce · 1515-1530Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","HI","BGD","1515-1530","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 92; mode token: AM"
"594000","594","AIR Akashvani Ext.Sce · 1530-1545Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","E","BGD","1530-1545","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 93; mode token: AM"
"594000","594","AIR Akashvani Ext.Sce · 1545-1830Z","EiBi A26 – BCAST","AM","9000","BCAST","IND","BE","BGD","1545-1830","","","AIR Akashvani Ext.Sce","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 94; mode token: AM"
"603000","603","China Radio Int. · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","0000-0100","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 95; mode token: AM"
"603000","603","China Radio Int. · 0400-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","0400-0600","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 96; mode token: AM"
"603000","603","China Radio Int. · 1100-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","CA","SEA","1100-1200","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 97; mode token: AM"
"603000","603","China Radio Int. · 1200-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1200-1300","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 98; mode token: AM"
"603000","603","China Radio Int. · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1300-1400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 99; mode token: AM"
"603000","603","China Radio Int. · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1400-1500","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 100; mode token: AM"
"603000","603","China Radio Int. · 1500-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1500-1600","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 101; mode token: AM"
"603000","603","China Radio Int. · 1600-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1600-1700","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 102; mode token: AM"
"603000","603","China Radio Int. · 2300-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","2300-2400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 103; mode token: AM"
"603000","603","Radio Bukarest · 1100-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","ROU","D","ROU","1100-1200","","","Radio Bukarest","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 104; mode token: AM"
"612000","612","IRIB Voice of I.R.Iran · 0420-1520Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","A","ME","0420-1520","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 105; mode token: AM"
"612000","612","Trans World Radio · 1700-1715Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","KZ","CAs","1700-1715","","","Trans World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 106; mode token: AM"
"612000","612","Trans World Radio · 1700-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","","CAs","1700-1730","","","Trans World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 107; mode token: AM"
"612000","612","Trans World Radio · 1715-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","KG","CAs","1715-1730","","","Trans World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 108; mode token: AM"
"621000","621","Voice of Korea · 0700-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","J","J","0700-0900","","","Voice of Korea","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 109; mode token: AM"
"621000","621","Voice of Korea · 0900-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","J","J","0900-1300","","","Voice of Korea","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 110; mode token: AM"
"621000","621","Voice of Korea · 2100-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","J","J","2100-2400","","","Voice of Korea","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 112; mode token: AM"
"621000","621","Voice of Korea KCBS · 2000-2050Z","EiBi A26 – BCAST","AM","9000","BCAST","KRE","K","FE","2000-2050","","","Voice of Korea KCBS","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 111; mode token: AM"
"630000","630","Radio Temeswar · 1000-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","ROU","D","ROU","1000-1100","","","Radio Temeswar","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 113; mode token: AM"
"639000","639","BBC · 0600-0700Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","E","ME","0600-0700","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 114; mode token: AM"
"639000","639","BBC · 0700-0730Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","A","ME","0700-0730","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 115; mode token: AM"
"639000","639","BBC · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","A","ME","1300-1400","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 116; mode token: AM"
"639000","639","BBC · 1400-1430Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","A","ME","1400-1430","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 117; mode token: AM"
"639000","639","BBC · 1400-1430Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","E","ME","1400-1430","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 118; mode token: AM"
"639000","639","BBC · 1430-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","E","ME","1430-1500","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 119; mode token: AM"
"639000","639","BBC · 1500-1530Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","A","ME","1500-1530","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 120; mode token: AM"
"639000","639","BBC · 1530-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","E","ME","1530-1700","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 121; mode token: AM"
"639000","639","BBC · 1700-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","A","ME","1700-1730","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 122; mode token: AM"
"639000","639","BBC · 1730-1800Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","E","ME","1730-1800","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 123; mode token: AM"
"639000","639","BBC · 1800-1900Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","A","ME","1800-1900","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 124; mode token: AM"
"639000","639","BBC · 1900-1930Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","A","ME","1900-1930","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 125; mode token: AM"
"639000","639","BBC · 1900-1930Z","EiBi A26 – BCAST","AM","9000","BCAST","GBR","E","ME","1900-1930","","","BBC","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 126; mode token: AM"
"639000","639","IRIB Voice of I.R.Iran · 0420-0520Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","KU","ME","0420-0520","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 127; mode token: AM"
"639000","639","IRIB Voice of I.R.Iran · 1320-1420Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","KU","ME","1320-1420","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 128; mode token: AM"
"639000","639","IRIB Voice of I.R.Iran · 1420-1620Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","KU","ME","1420-1620","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 129; mode token: AM"
"639000","639","IRIB Voice of I.R.Iran · 1820-1920Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","TU","ME","1820-1920","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 130; mode token: AM"
"684000","684","China National Radio 6 · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","AM","TWN","0000-0100","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 131; mode token: AM"
"684000","684","China National Radio 6 · 0100-0200Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","AM","TWN","0100-0200","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 132; mode token: AM"
"684000","684","China National Radio 6 · 0200-0500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","AM","TWN","0200-0500","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 133; mode token: AM"
"684000","684","China National Radio 6 · 0500-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","HK","TWN","0500-0600","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 134; mode token: AM"
"684000","684","China National Radio 6 · 0600-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","HK","TWN","0600-0900","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 135; mode token: AM"
"684000","684","China National Radio 6 · 0900-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","HK","TWN","0900-1100","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 136; mode token: AM"
"684000","684","China National Radio 6 · 1100-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","TWN","1100-1200","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 137; mode token: AM"
"684000","684","China National Radio 6 · 1200-1605Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","TWN","1200-1605","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 138; mode token: AM"
"684000","684","China National Radio 6 · 2155-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","AM","TWN","2155-2400","","","China National Radio 6","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 139; mode token: AM"
"684000","684","China Radio Int. · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","KH","SEA","0000-0100","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 140; mode token: AM"
"684000","684","China Radio Int. · 0400-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","0400-0600","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 141; mode token: AM"
"684000","684","China Radio Int. · 1030-1130Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","KH","SEA","1030-1130","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 142; mode token: AM"
"684000","684","China Radio Int. · 1200-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","SEA","1200-1300","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 143; mode token: AM"
"684000","684","China Radio Int. · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1300-1400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 144; mode token: AM"
"684000","684","China Radio Int. · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","KH","SEA","1400-1500","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 145; mode token: AM"
"684000","684","China Radio Int. · 1500-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1500-1600","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 146; mode token: AM"
"684000","684","China Radio Int. · 1600-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","VN","SEA","1600-1700","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 147; mode token: AM"
"684000","684","China Radio Int. · 2300-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","KH","SEA","2300-2400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 148; mode token: AM"
"690000","690","Rádio Clube do Pará · 0000-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","BRA","P","B","0000-2400","","","Rádio Clube do Pará","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 149; mode token: AM"
"693000","693","R.Algiers Int. · 1900-1930Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","E","NAf","1900-1930","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 150; mode token: AM"
"693000","693","R.Algiers Int. · 1930-2000Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","S","NAf","1930-2000","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 151; mode token: AM"
"693000","693","R.Algiers Int. · 2000-2200Z","EiBi A26 – BCAST","AM","9000","BCAST","ALG","A","NAf","2000-2200","","","R.Algiers Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 152; mode token: AM"
