"Frequency_Hz","Frequency_kHz","Label","Group","Mode","Bandwidth_Hz","Service","Country","Language","Target","Schedule_UTC","Days","Season","Station","Source_Dataset","Source_URL","Notes"
"15530000","15530","Adventist World Radio · 1230-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","CA","FE","1230-1300","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8770; mode token: AM"
"15530000","15530","Adventist World Radio · 1230-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","M","FE","1230-1300","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8771; mode token: AM"
"15530000","15530","Adventist World Radio · 1300-1330Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","KC","SEA","1300-1330","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8772; mode token: AM"
"15530000","15530","Adventist World Radio · 1400-1430Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","KA","SEA","1400-1430","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8773; mode token: AM"
"15530000","15530","Adventist World Radio · 1430-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","KA","SEA","1430-1500","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8774; mode token: AM"
"15530000","15530","Adventist World Radio · 1500-1530Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","TAM","SAs","1500-1530","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8775; mode token: AM"
"15530000","15530","Radio Romania Int. · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","ROU","R","Sib","1300-1400","","","Radio Romania Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8766; mode token: AM"
"15540000","15540","CNR 2 China Business R. · 0100-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0100-0600","","","CNR 2 China Business R.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8776; mode token: AM"
"15540000","15540","CNR 2 China Business R. · 0600-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0600-0900","","","CNR 2 China Business R.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8777; mode token: AM"
"15540000","15540","CNR 2 China Business R. · 0900-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0900-1100","","","CNR 2 China Business R.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8778; mode token: AM"
"15540000","15540","FEBC Manila · 1430-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","UI","FE","1430-1500","","","FEBC Manila","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8780; mode token: AM"
"15540000","15540","Radio Mellat Iran · 1800-1900Z","EiBi A26 – BCAST","AM","9000","BCAST","CLA","FS","ME","1800-1900","","","Radio Mellat Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8779; mode token: AM"
"15550000","15550","Adventist World Radio · 1330-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","ASS","SAs","1330-1400","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8785; mode token: AM"
"15550000","15550","CNR 7 Greater Bay Area · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","CA","CHN","0000-0100","","","CNR 7 Greater Bay Area","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8781; mode token: AM"
"15550000","15550","CNR 7 Greater Bay Area · 0100-1100Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","CA","CHN","0100-1100","","","CNR 7 Greater Bay Area","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8782; mode token: AM"
"15550000","15550","IRIB Voice of I.R.Iran · 1020-1150Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","HA","WAf","1020-1150","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8784; mode token: AM"
"15550000","15550","Radio Dabanga · 1700-1800Z","EiBi A26 – BCAST","AM","9000","BCAST","HOL","SUD","SDN","1700-1800","","","Radio Dabanga","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8783; mode token: AM"
"15555000","15555","China Radio Int. · 1200-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","CAs","1200-1300","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8786; mode token: AM"
"15555000","15555","WJHR Milton, FL (USB) · 1358-2200Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","E","NAm","1358-2200","","","WJHR Milton, FL (USB)","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8787; mode token: AM"
"15560000","15560","China Radio Int. · 0800-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CAs","0800-0900","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8788; mode token: AM"
"15560000","15560","China Radio Int. · 0900-1000Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CAs","0900-1000","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8789; mode token: AM"
"15560000","15560","FEBC Manila · 0100-0130Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","JV","INS","0100-0130","","","FEBC Manila","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8791; mode token: AM"
"15560000","15560","IRIB Voice of I.R.Iran · 1020-1150Z","EiBi A26 – BCAST","AM","9000","BCAST","IRN","HA","WAf","1020-1150","","","IRIB Voice of I.R.Iran","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8790; mode token: AM"
"15565000","15565","Radio Vaticana · 0700-0930Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","P","SAf","0700-0930","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8792; mode token: AM"
"15565000","15565","Radio Vaticana · 0805-0940Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","P","SAf","0805-0940","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8793; mode token: AM"
"15565000","15565","Radio Vaticana · 0950-1030Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","P","SAf","0950-1030","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8794; mode token: AM"
"15565000","15565","Radio Vaticana · 1530-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","AH","EAf","1530-1600","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8797; mode token: AM"
"15565000","15565","Radio Vaticana · 1600-1615Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","SWA","EAf","1600-1615","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8798; mode token: AM"
"15565000","15565","Radio Vaticana · 1600-1630Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","SWA","EAf","1600-1630","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8799; mode token: AM"
"15565000","15565","Radio Vaticana · 1615-1630Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","SO","EAf","1615-1630","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8800; mode token: AM"
"15565000","15565","Radio Vaticana · 1630-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","E","SAf","1630-1700","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8801; mode token: AM"
"15565000","15565","Radio Vaticana · 1700-1730Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","F","CAf","1700-1730","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8802; mode token: AM"
"15565000","15565","Radio Vaticana · 1730-1800Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","TIG","EAf","1730-1800","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8803; mode token: AM"
"15565000","15565","Radio Vaticana · 1800-1830Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","P","SAf","1800-1830","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8804; mode token: AM"
"15565000","15565","Radio Vaticana · 1850-2145Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","P","SAf","1850-2145","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8795; mode token: AM"
"15565000","15565","Radio Vaticana · 1905-2045Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","P","SAf","1905-2045","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8796; mode token: AM"
"15570000","15570","China National Radio 11 · 0000-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0000-0600","","","China National Radio 11","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8805; mode token: AM"
"15570000","15570","China National Radio 11 · 0600-0700Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0600-0700","","","China National Radio 11","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8806; mode token: AM"
"15570000","15570","China National Radio 11 · 0700-0800Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","CHN","0700-0800","","","China National Radio 11","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8807; mode token: AM"
"15570000","15570","China National Radio 11 · 0800-0900Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0800-0900","","","China National Radio 11","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8808; mode token: AM"
"15570000","15570","China National Radio 11 · 0900-1000Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0900-1000","","","China National Radio 11","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8809; mode token: AM"
"15570000","15570","China National Radio 11 · 0900-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","TB","CHN","0900-1300","","","China National Radio 11","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8810; mode token: AM"
"15575000","15575","KBS World Radio · 0200-0300Z","EiBi A26 – BCAST","AM","9000","BCAST","KOR","S","NAm","0200-0300","","","KBS World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8811; mode token: AM"
"15575000","15575","KBS World Radio · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","KOR","E","NAm","1300-1400","","","KBS World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8812; mode token: AM"
"15575000","15575","KBS World Radio · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","KOR","K","NAm","1400-1500","","","KBS World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8813; mode token: AM"
"15580000","15580","CNR1 Jammer/Firedrake · 2300-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","FE","2300-1700","","","CNR1 Jammer/Firedrake","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8814; mode token: AM"
"15580000","15580","FEBC Manila · 0900-0930Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","MKS","INS","0900-0930","","","FEBC Manila","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8815; mode token: AM"
"15580000","15580","FEBC Manila · 0930-1000Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","BUG","INS","0930-1000","","","FEBC Manila","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8816; mode token: AM"
"15580000","15580","FEBC Manila · 1000-1030Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","SUN","INS","1000-1030","","","FEBC Manila","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8817; mode token: AM"
"15580000","15580","FEBC Manila · 1030-1058Z","EiBi A26 – BCAST","AM","9000","BCAST","PHL","SAS","INS","1030-1058","","","FEBC Manila","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8818; mode token: AM"
"15580000","15580","Sound of Hope · 0000-0100Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0000-0100","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8819; mode token: AM"
"15580000","15580","Sound of Hope · 0100-0200Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0100-0200","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8820; mode token: AM"
"15580000","15580","Sound of Hope · 0200-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","0200-1200","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8821; mode token: AM"
"15580000","15580","Sound of Hope · 1200-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1200-1300","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8822; mode token: AM"
"15580000","15580","Sound of Hope · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1300-1400","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8823; mode token: AM"
"15580000","15580","Sound of Hope · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1400-1500","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8824; mode token: AM"
"15580000","15580","Sound of Hope · 1500-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1500-1600","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8825; mode token: AM"
"15580000","15580","Sound of Hope · 1600-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","1600-1700","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8826; mode token: AM"
"15580000","15580","Sound of Hope · 2300-2400Z","EiBi A26 – BCAST","AM","9000","BCAST","TWN","M","FE","2300-2400","","","Sound of Hope","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8827; mode token: AM"
"15585000","15585","Voice of Martyrs · 1200-1230Z","EiBi A26 – BCAST","AM","9000","BCAST","CLA","K","KRE","1200-1230","","","Voice of Martyrs","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8828; mode token: AM"
"15590000","15590","China Radio Int. · 1200-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","Eu","1200-1300","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8829; mode token: AM"
"15590000","15590","China Radio Int. · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","Eu","1300-1400","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8830; mode token: AM"
"15590000","15590","China Radio Int. · 1400-1500Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","E","Eu","1400-1500","","","China Radio Int.","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8831; mode token: AM"
"15590000","15590","CRI DIGITAL · 0300-0400Z","EiBi A26 – BCAST","AM","9000","BCAST","CHN","M","Oc","0300-0400","","","CRI DIGITAL","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8832; mode token: AM"
"15595000","15595","Radio Vaticana · 0520-0600Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","L","ME","0520-0600","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8833; mode token: AM"
"15595000","15595","Radio Vaticana · 0600-0610Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","I","ME","0600-0610","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8834; mode token: AM"
"15595000","15595","Radio Vaticana · 0610-0630Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","A","ME","0610-0630","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8835; mode token: AM"
"15595000","15595","Radio Vaticana · 0630-0645Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","E","ME","0630-0645","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8836; mode token: AM"
"15595000","15595","Radio Vaticana · 0630-0645Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","F","ME","0630-0645","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8837; mode token: AM"
"15595000","15595","Radio Vaticana · 0830-0950Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","LTO","EEu","0830-0950","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8838; mode token: AM"
"15595000","15595","Radio Vaticana · 0830-0950Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","GZ","EAf","0830-0950","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8839; mode token: AM"
"15595000","15595","Radio Vaticana · 1130-1200Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","E","ME","1130-1200","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8840; mode token: AM"
"15595000","15595","Radio Vaticana · 1530-1600Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","A","ME","1530-1600","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8841; mode token: AM"
"15595000","15595","Radio Vaticana · 1600-1615Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","F","ME","1600-1615","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8842; mode token: AM"
"15595000","15595","Radio Vaticana · 1615-1630Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","E","ME","1615-1630","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8843; mode token: AM"
"15595000","15595","Radio Vaticana · 1630-1700Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","A","ME","1630-1700","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8844; mode token: AM"
"15595000","15595","Radio Vaticana · 1840-1900Z","EiBi A26 – BCAST","AM","9000","BCAST","CVA","Ros","ME","1840-1900","","","Radio Vaticana","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8845; mode token: AM"
"15600000","15600","Adventist World Radio · 1230-1300Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","UI","FE","1230-1300","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8846; mode token: AM"
"15600000","15600","Adventist World Radio · 1300-1400Z","EiBi A26 – BCAST","AM","9000","BCAST","USA","M","FE","1300-1400","","","Adventist World Radio","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8847; mode token: AM"
"15603000","15603","NTA Emergency ALE Net · 0000-2400Z","EiBi A26 – ALE","USB","2700","ALE","USA","","USA","0000-2400","","","NTA Emergency ALE Net","EiBi A26 / KiwiSDR snapshot","https://github.com/jks-prv/KiwiSDR/blob/3b570602a14161188f8c85eede62ab2a70e7ad66/dx/EiBi.h","EiBi record 8848; mode token: USB"
